Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2006,Supermicro,SuperServer 6026TT-H6RF,8,2,4.0,2.0,Intel Xeon L5530,2400,Intel Turbo Boost Technology up to 2.66 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,,"12 GB (6 x 2 GB 2Rx8 PC3-10600R-9, ECC, running at 1066 MHz and CL7)","SUSE Linux Enterprise Server 11 (x86_64)SP1, 2.6.32.12-0.7-default",ext3,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Feb-2010,Oct-2011,33.5,31.7,24.3,20.3,16.4,16.0,19.9,19.3,38.8,38.8,20.1,18.5,39.5,38.6,20.9,20.5,1085.0,1085.0,33.8,30.8,18.1,14.9,17.8,17.8,32.5,32.5,1176,Supermicro,Supermicro,Oct-2011,Jan-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19275.cfg"">Config</A>",,cint2006,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,2010,16.75
CINT2006,Supermicro,SuperServer 6026TT-H6RF,12,2,6.0,2.0,Intel Xeon L5640,2267,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,,"12 GB (6 x 2 GB 2Rx8 PC3-10600R-9, ECC, running at 1066 MHz and CL7)","SUSE Linux Enterprise Server 11 (x86_64) SP1, 2.6.32.12-0.7-default",ext3,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2010,Oct-2011,36.0,33.8,25.4,21.5,16.8,16.4,20.5,20.2,41.6,41.6,21.1,18.6,41.4,40.5,21.9,21.5,1429.0,1429.0,35.4,29.6,20.0,15.9,19.2,19.2,34.5,36.1,1176,Supermicro,Supermicro,Oct-2011,Jan-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q1/cpu2006-20111220-19276.cfg"">Config</A>",,cint2006,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,2010,18.0
CINT2006,Supermicro,"SuperServer 6026TT-HIBQF (Intel Xeon X5670, 2.93GHz)",12,2,6.0,2.0,Intel Xeon X5670,2933,Intel Turbo Boost Technology up to 3.33 GHz,"1,2 chips",Yes,64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,,"48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)","SUSE Linux Enterprise Server 11 (x86_64), Kernel 2.6.27.19-5-default",ext3,"Intel C++ Professional Compiler for IA32 and, Intel 64, Version 11.1, Build 20091130 Package ID: l_cproc_p_11.1.064",Mar-2010,Jan-2010,39.4,36.6,30.1,25.8,19.5,19.5,27.4,23.7,49.0,43.2,26.4,24.1,48.5,46.9,26.8,25.7,591.0,623.0,40.6,37.0,27.7,22.1,21.3,20.4,36.5,37.2,1176,Supermicro,Supermicro,Dec-2010,Dec-2010,Jul-2014,"<A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.html"">HTML</A> <A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.csv"">CSV</A> <A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.ps"">PS</A> <A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.txt"">Text</A> <A HREF=""/cpu2006/results/res2010q4/cpu2006-20101207-13915.cfg"">Config</A>",,cint2006,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,2010,19.7
CINT2006,Supermicro,"SuperServer 6027R-3RF4+ (X9DR3-LN4F+, Intel E5-2660)",16,2,8.0,2.0,Intel Xeon E5-2660,2200,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.1,, Kernel 2.6.32-131.0.15.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2011,Oct-2011,47.8,44.7,32.0,26.8,20.3,19.8,29.2,28.8,58.5,58.5,23.0,21.5,45.4,45.5,24.9,24.8,2561.0,2561.0,46.9,38.6,33.2,24.3,26.6,26.6,46.5,45.5,1176,Supermicro,Supermicro,Apr-2012,May-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120416-21055.cfg"">Config</A>",,cint2006,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,2011,23.9
CINT2006,Supermicro,"SuperServer 6027R-N3RF4+ (X9DRW-3LN4F+, Intel E5-2620)",12,2,6.0,2.0,Intel Xeon E5-2620,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2,, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Dec-2011,38.6,36.5,26.5,22.2,16.9,16.6,23.9,23.5,48.9,48.9,19.0,18.0,38.0,37.8,20.8,20.7,1769.0,1769.0,39.0,33.2,24.0,18.8,21.9,21.9,38.7,38.4,1176,Supermicro,Supermicro,Jul-2012,Aug-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q3/cpu2006-20120711-23613.cfg"">Config</A>",,cint2006,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,2012,19.3
CINT2006,Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2620)",12,2,6.0,2.0,Intel Xeon E5-2620,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.1,, Kernel 2.6.32-131.0.15.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Oct-2011,38.9,36.7,26.6,22.4,16.9,16.5,24.0,23.6,49.0,49.0,19.0,18.1,38.0,37.8,20.8,20.7,1864.0,1864.0,39.1,33.3,24.1,18.9,22.1,22.1,38.7,37.4,1176,Supermicro,Supermicro,Apr-2012,May-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21086.cfg"">Config</A>",,cint2006,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,2012,19.45
CINT2006,Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2640)",12,2,6.0,2.0,Intel Xeon E5-2640,2500,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.1,, Kernel 2.6.32-131.0.15.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Oct-2011,45.9,43.3,31.9,26.8,20.3,19.8,28.1,27.9,57.0,57.0,22.7,21.8,45.6,45.4,24.8,24.6,2094.0,2094.0,47.1,40.6,27.3,21.3,26.5,26.5,46.0,44.5,1176,Supermicro,Supermicro,Apr-2012,May-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21083.cfg"">Config</A>",,cint2006,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,2012,22.95
CINT2006,Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2650)",16,2,8.0,2.0,Intel Xeon E5-2650,2000,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.1,, Kernel 2.6.32-131.0.15.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Oct-2011,44.9,41.8,29.9,25.1,19.0,18.6,27.3,27.0,54.9,54.9,21.4,19.6,42.3,42.5,23.3,23.2,2492.0,2492.0,43.8,34.8,31.2,23.1,25.1,25.1,43.4,42.5,1176,Supermicro,Supermicro,Apr-2012,May-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120417-21089.cfg"">Config</A>",,cint2006,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,2012,22.45
CINT2006,Supermicro,"SuperServer 6027R-TRF (X9DRI-F, Intel E5-2650)",16,2,8.0,2.0,Intel Xeon E5-2650,2000,Intel Turbo Boost Technology up to 2.80 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2, (Santiago),, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2012,Dec-2011,44.7,41.8,29.8,24.9,19.0,18.5,27.3,26.9,55.2,55.2,21.4,19.5,42.6,42.4,23.3,23.2,2499.0,2499.0,43.8,34.9,30.2,22.8,24.8,24.8,43.5,43.5,1176,Supermicro,Supermicro,Mar-2012,Apr-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120326-20703.cfg"">Config</A>",,cint2006,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,2012,22.35
CINT2006,Supermicro,"SuperServer 6027R-TRF (X9DRi-F , Intel Xeon E5-2650 v2)",16,2,8.0,1.0,Intel Xeon E5-2650 v2,2600,Intel Turbo Boost Technology up to 3.40 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-14900R-13, ECC)","Red Hat Enterprise Linux Server release 6.4, (Santiago), 2.6.32-358.18.1.el6.x86_64",ext4,"C/C++: Version 14.0.0.080 of Intel C++ Studio XE, for Linux",Oct-2013,Sep-2013,56.4,52.2,39.0,31.3,23.6,23.4,33.9,33.4,65.8,65.8,26.7,23.6,59.0,59.1,29.1,28.6,2924.0,2924.0,57.1,45.9,37.7,26.8,31.3,31.3,56.1,56.5,1176,Supermicro,Supermicro,Oct-2013,Dec-2013,Jul-2014,"<A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.html"">HTML</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.csv"">CSV</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.ps"">PS</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.txt"">Text</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27330.cfg"">Config</A>",,cint2006,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,2013,28.2
CINT2006,Supermicro,"SuperServer 6027R-TRF (X9DRi-F , Intel Xeon E5-2670 v2)",20,2,10.0,1.0,Intel Xeon E5-2670 v2,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-14900R-13, ECC)","Red Hat Enterprise Linux Server release 6.4, (Santiago), 2.6.32-358.18.1.el6.x86_64",ext4,"C/C++: Version 14.0.0.080 of Intel C++ Studio XE, for Linux",Oct-2013,Sep-2013,57.0,52.4,37.9,30.4,22.9,22.7,33.6,32.9,65.2,65.2,25.9,22.4,57.4,57.5,28.4,27.9,3644.0,3644.0,55.5,40.9,43.2,31.5,30.6,30.6,54.9,55.3,1176,Supermicro,Supermicro,Oct-2013,Dec-2013,Jul-2014,"<A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.html"">HTML</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.csv"">CSV</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.ps"">PS</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.txt"">Text</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27334.cfg"">Config</A>",,cint2006,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,2013,28.5
CINT2006,Supermicro,"SuperServer 6027R-TRF (X9DRi-F , Intel Xeon E5-2697 v2)",24,2,12.0,1.0,Intel Xeon E5-2697 v2,2700,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,"128 GB (8 x 16 GB 2Rx4 PC3-14900R-13, ECC)","Red Hat Enterprise Linux Server release 6.4,, Kernel 2.6.32-358.18.1.el6.x86_64",ext4,"C/C++: Version 14.0.0.080 of Intel C++ Studio XE, for Linux",Sep-2013,Sep-2013,59.7,54.8,39.1,32.7,23.8,23.3,34.6,32.8,65.8,65.8,27.5,23.7,59.9,61.6,30.1,26.4,4063.0,4063.0,57.1,44.9,47.3,35.1,31.8,31.8,56.6,57.0,1176,Supermicro,Supermicro,Oct-2013,Nov-2013,Jul-2014,"<A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.html"">HTML</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.csv"">CSV</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.ps"">PS</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.txt"">Text</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131021-26986.cfg"">Config</A>",,cint2006,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,2013,29.85
CINT2006,Supermicro,"SuperServer 6027R-TRF (X9DRi-f , Intel Xeon E5-2620 v2 )",12,2,6.0,1.0,Intel Xeon E5-2620 v2,2100,Intel Turbo Boost Technology up to 2.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-14900R-13, ECC)","Red Hat Enterprise Linux Server release 6.4, (Santiago), 2.6.32-358.18.1.el6.x86_64",ext4,"C/C++: Version 14.0.0.080 of Intel C++ Studio XE, for Linux",Oct-2013,Sep-2013,42.8,40.3,29.9,24.0,18.2,18.0,26.1,25.6,52.8,52.8,20.3,18.7,45.2,44.9,22.5,22.1,2052.0,2052.0,43.7,36.8,26.1,21.2,24.2,24.2,43.2,43.7,1176,Supermicro,Supermicro,Oct-2013,Dec-2013,Jul-2014,"<A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.html"">HTML</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.csv"">CSV</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.ps"">PS</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.txt"">Text</A> <A HREF=""/cpu2006/results/res2013q4/cpu2006-20131105-27327.cfg"">Config</A>",,cint2006,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,2013,21.4
CINT2006,Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2620)",12,2,6.0,2.0,Intel Xeon E5-2620,2000,Intel Turbo Boost Technology up to 2.50 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,15 MB I+D on chip per chip,,"64 GB (8 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2,, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2011,Dec-2011,38.9,36.8,26.5,22.2,16.9,16.5,24.0,23.8,49.0,49.0,19.0,18.1,38.0,37.9,20.8,20.7,1867.0,1867.0,39.3,33.2,24.5,19.3,21.8,21.8,38.8,38.2,1176,Supermicro,Supermicro,Jan-2012,Apr-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20747.cfg"">Config</A>",,cint2006,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,2011,19.45
CINT2006,Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2660)",16,2,8.0,2.0,Intel Xeon E5-2660,2200,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2,, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2011,Dec-2011,47.6,44.6,31.8,26.7,20.3,19.9,29.1,28.7,58.9,58.9,23.0,21.5,45.7,45.6,24.9,24.8,2563.0,2563.0,46.9,39.0,31.5,23.2,26.5,26.5,46.4,46.5,1176,Supermicro,Supermicro,Mar-2012,Apr-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20737.cfg"">Config</A>",,cint2006,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,2011,23.8
CINT2006,Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2670)",16,2,8.0,2.0,Intel Xeon E5-2670,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2,, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2011,Dec-2011,52.5,49.1,35.0,29.3,22.3,21.9,31.6,31.1,62.6,62.6,25.3,23.8,50.2,50.1,27.3,27.1,3012.0,3012.0,51.8,43.3,35.6,25.5,29.4,29.4,50.6,50.4,1176,Supermicro,Supermicro,Mar-2012,Apr-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20739.cfg"">Config</A>",,cint2006,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,2011,26.25
CINT2006,Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2690)",16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"64 GB (8 x 8 GB 2Rx4 PC3-12800R-11, ECC)","Red Hat Enterprise Linux Server Release 6.2,, Kernel 2.6.32-220.el6.x86_64",ext4,"C/C++: Version 12.1.0.225 of Intel C++ Studio XE, for Linux",Mar-2011,Dec-2011,58.4,54.2,40.0,33.8,25.7,25.1,35.7,35.0,64.7,64.7,29.1,26.5,57.7,57.5,31.1,31.0,3014.0,3014.0,59.2,47.4,37.2,26.5,32.9,32.9,57.9,57.1,1176,Supermicro,Supermicro,Feb-2012,Apr-2012,Jul-2014,"<A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.html"">HTML</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.csv"">CSV</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.ps"">PS</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.txt"">Text</A> <A HREF=""/cpu2006/results/res2012q2/cpu2006-20120327-20761.cfg"">Config</A>",,cint2006,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,2011,29.2
