id;name;number;URL;socket;Product Collection;Code Name;Vertical Segment;Processor Number;Lithography;Use Conditions;Total Cores;Total Threads;Max Turbo Frequency;Turbo Boost Max Technology 3.0 Frequency;Turbo Boost Technology 2.0 Frequency;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Base Frequency;Configurable TDP-down;Thermal Velocity Boost Frequency;Configurable TDP-up Base Frequency;Configurable TDP-up;Deep Learning Boost ( DL Boost) on CPU;# of QPI Links;Scenario Design Power (SDP);# of Performance-cores;# of Efficient-cores;# of Low Power Efficient-cores;Performance-core Max Turbo Frequency;Efficient-core Max Turbo Frequency;Low Power Efficient-core Max Turbo Frequency;Performance-core Base Frequency;Efficient-core Base Frequency;Low Power Efficient-core Base Frequency;Processor Base Power;Maximum Turbo Power;Minimum Assured Power;AI Software Frameworks Supported by CPU;Marketing Status;Launch Date;Embedded Options Available;Use Conditions;Datasheet;Servicing Status;End of Servicing Updates Date;Description;Included Items;Expected Discontinuance;Product Brief;Additional Information;Functional Safety (FuSa) Documentation Available;Product Tuning (Embedded Uses);Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;GPU Name;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Video Max Memory;Execution Units;4K Support;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;OpenGL* Support;OpenCL* Support;Quick Sync Video;InTru 3D Technology;Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Device ID;Graphics Output;Multi-Format Codec Engines;Flexible Display Interface ( FDI);Max Resolution (VGA);Macrovision* License Required;Xe-cores;Ray Tracing;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;AV1 Encode/Decode;VP9 Bitstream & Decoding;Deep Learning Boost ( DL Boost) on GPU;AI Software Frameworks Supported by GPU;Scalability;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;PCI Support;Sockets Supported;Max CPU Configuration;Thermal Solution Specification;TJUNCTION;Package Size;Thermal Velocity Boost Temperature;TCASE;Processing Die Size;# of Processing Die Transistors;Max Operating Temperature;Minimum Operating Temperature;Gaussian & Neural Accelerator;Deep Learning Boost ( DL Boost) on CPU;Optane Memory Supported;Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Turbo Boost Technology;Hyper-Threading Technology;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Identity Protection Technology;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;Adaptix Technology;Speed Shift Technology;Flex Memory Access;Volume Management Device (VMD);MIPI SoundWire*;Demand Based Switching;Smart Response Technology;Transactional Synchronization Extensions;Fast Memory Access;My WiFi Technology;4G WiMAX Wireless Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);ME Firmware Version;HD Audio Technology;Matrix Storage Technology;Rapid Storage Technology;Smart Connect Technology;Time Coordinated Computing ( TCC);# of AVX-512 FMA Units;Thread Director;vPro Eligibility;AES New Instructions;Secure Key;Software Guard Extensions ( SGX);OS Guard;Trusted Execution Technology;Execute Disable Bit;Boot Guard;Stable IT Platform Program (SIPP);Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Control-Flow Enforcement Technology;Mode-based Execute Control (MBEC);Total Memory Encryption;Memory Protection Extensions ( MPX);Anti-Theft Technology;Threat Detection Technology (TDT);Active Management Technology (AMT);Standard Manageability (ISM);Remote Platform Erase (RPE);One-Click Recovery;Hardware Shield Eligibility;Total Memory Encryption - Multi Key;Virtualization Technology with Redirect Protection (VT-rp);Physical Core Count;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;Integrated IDE;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;NPU Name;Max Frequency;Sparsity Support;Windows Studio Effects Support;AI Software Frameworks Supported by NPU
w7-3445;Xeon w7-3445 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233478/intel-xeon-w7-3445-processor-52-5m-cache-2-60-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;20;40;4800000000;4800000000;4600000000.0;2600000000;52.5 MB Smart Cache;;;;;;;;;;;20;0;;;;;;;;270;324;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;72;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
W-1350;Xeon W-1350 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212263/intel-xeon-w-1350-processor-12m-cache-up-to-5-00-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Rocket Lake;Workstation;;14;;6;12;5000000000;;5000000000;3300000000;12 MB Smart Cache;8 GT/s;80;;;;;;;;;;;;;;;;;;;;;;Discontinued;2021-04-01;False;Workstation;;;;;This product is available in tray and box. For boxed product, a thermal solution is included.;;;;;;137438953472;DDR4-3200;2;53687091200;True;;;UHD Graphics P750;350000000;1300000000;68719476736;32;Yes, at 60Hz;4096x2160@60Hz;5120 x 3200 @60Hz;5120 x 3200 @60Hz;12.1;4.5;3;True;True;True;True;3;0x4C90;;;;;;;;;;;;;;1S Only;4;Up to 1x16+1x4, 2x8+1x4, 1x8+3x4;20;;;;;;1;PCG 2019B;100;['37.5 mm', '37.5 mm'];;;;;;;2;True;True;False;False;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-1290T;Xeon W-1290T Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199341/intel-xeon-w-1290t-processor-20m-cache-1-90-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Comet Lake;Workstation;;14;;10;20;4700000000;4700000000;4600000000.0;1900000000;20 MB Smart Cache;8 GT/s;35;;;;;;;;;;;;;;;;;;;;;;Discontinued;2020-04-01;False;Workstation;;;;;This product is available in tray only.;;;;;;137438953472;DDR4-2933;2;49177375539;True;;;UHD Graphics P630;350000000;1200000000;68719476736;;Yes, at 60Hz;4096x2160@30Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x9BC6;;;;;;;;;;;;;;1S Only;3;Up to 1x16, 2x8, 1x8+2x4;16;;;;;;1;PCG 2015B;100;['37.5mm', '37.5mm'];;;;;;;;;True;False;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with ME;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-1370P;Xeon W-1370P Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212266/intel-xeon-w-1370p-processor-16m-cache-up-to-5-20-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Rocket Lake;Workstation;;14;;8;16;5200000000;5200000000;5100000000.0;3600000000;16 MB Smart Cache;8 GT/s;125;3100000000.0;95;;;;;;;;;;;;;;;;;;;;Discontinued;2021-04-01;False;Workstation;;;;;;;;;;;137438953472;DDR4-3200;2;53687091200;True;;;UHD Graphics P750;350000000;1300000000;68719476736;32;Yes, at 60Hz;4096x2160@60Hz;5120 x 3200 @60Hz;5120 x 3200 @60Hz;12.1;4.5;3;True;True;True;True;3;0x4C90;;;;;;;;;;;;;;1S Only;4;Up to 1x16+1x4, 2x8+1x4, 1x8+3x4;20;;;;;;1;PCG 2019A;100;['37.5 mm', '37.5 mm'];;;;;;;2;True;True;False;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-2235;Xeon W-2235 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/198608/intel-xeon-w-2235-processor-8-25m-cache-3-80-ghz.html;FCLGA2066;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;6;12;4600000000;;;3800000000;8650752.0;8 GT/s;130;;;;;;;0;;;;;;;;;;;;;;;Launched;2019-10-01;False;;;;;;This product is available in tray and box.;;;;;;1099511627776;DDR4 2933;4;100770670182;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;x4, x8, x16;48;;;;;;1;;;['45mm', '52.5mm'];;64;;;;;;True;False;;False;2;True;True;64-bit;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;True;False;True;;True;;True;;;;;;;;;;;;;2;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-2245;Xeon W-2245 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/198609/intel-xeon-w-2245-processor-16-5m-cache-3-90-ghz.html;FCLGA2066;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;8;16;4500000000;4700000000;;3900000000;17301504.0;8 GT/s;155;;;;;;;0;;;;;;;;;;;;;;;Launched;2019-10-01;False;;;;;;;;;;;;1099511627776;DDR4 2933;4;100770670182;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;x4, x8, x16;48;;;;;;1;;;['45mm', '52.5mm'];;59;;;;;;True;False;;True;2;True;True;64-bit;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;True;False;True;;True;;True;;;;;;;;;;;;;2;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-1390T;Xeon W-1390T Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212269/intel-xeon-w-1390t-processor-16m-cache-up-to-4-90-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Rocket Lake;Workstation;;14;;8;16;4900000000;4900000000;4800000000.0;1500000000;16 MB Smart Cache;8 GT/s;35;1000000000;25;;;;;;;;;;;;;;;;;;;;Discontinued;2021-04-01;False;Workstation;;;;;;;;;;;137438953472;DDR4-3200;2;53687091200;True;;;UHD Graphics P750;350000000;1200000000;68719476736;32;Yes, at 60Hz;4096x2160@60Hz;5120 x 3200 @60Hz;5120 x 3200 @60Hz;12.1;4.5;3;True;True;True;True;3;0x4C90;;;;;;;;;;;;;;1S Only;4;Up to 1x16+1x4, 2x8+1x4, 1x8+3x4;20;;;;;;1;PCG 2019D;100;['37.5 mm', '37.5 mm'];;;;;;;2;True;True;False;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
w9-3495X;Xeon w9-3495X Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233483/intel-xeon-w9-3495x-processor-105m-cache-1-90-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;56;112;4800000000;4800000000;4600000000.0;1900000000;105 MB Smart Cache;;;;;;;;;;;56;0;;;;;;;;350;420;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;81;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
W-1270P;Xeon W-1270P Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199338/intel-xeon-w-1270p-processor-16m-cache-3-80-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Comet Lake;Workstation;;14;;8;16;5100000000;5100000000;5000000000;3800000000;16 MB Smart Cache;8 GT/s;125;3500000000.0;95;;;;;;;;;;;;;;;;;;;;Discontinued;2020-04-01;False;Workstation;;;;;This product is available in tray and box. For boxed product, a thermal solution is not included;;;;;;137438953472;DDR4-2933;2;49177375539;True;;;UHD Graphics P630;350000000;1200000000;68719476736;;Yes, at 60Hz;4096x2160@30Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x9BC6;;;;;;;;;;;;;;1S Only;3;Up to 1x16, 2x8, 1x8+2x4;16;;;;;;1;PCG 2015D;100;['37.5mm', '37.5mm'];;;;;;;;;True;False;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with ME;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-3235;Xeon W-3235 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193749/intel-xeon-w-3235-processor-19-25m-cache-3-30-ghz.html;FCLGA3647;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;12;24;4400000000;4500000000;;3300000000;20185088.0;8 GT/s;180;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;;64;;;;;;;;;['76.0mm', '56.5mm'];;72;;;;;;True;;;True;2;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;True;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-3323;Xeon W-3323 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/217247/intel-xeon-w-3323-processor-21m-cache-up-to-3-90-ghz.html;FCLGA4189;Xeon W Processor;Products formerly Ice Lake;Workstation;;10;;12;24;3900000000;;;3500000000;22020096;8 GT/s;220;;;;;;;;;;;;;;;;;;;;;;Launched;2021-07-01;False;;;;;;;;;;;;4398046511104;DDR4-3200;8;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;64;;;;;;;;;['77.5mm', '56.5mm'];;68;;;;;;True;;;False;2;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;False;;True;True;;;True;True;True;;True;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-1250;Xeon W-1250 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199274/intel-xeon-w-1250-processor-12m-cache-3-30-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Comet Lake;Workstation;;14;;6;12;4700000000;;4700000000.0;3300000000;12 MB Smart Cache;8 GT/s;80;;;;;;;;;;;;;;;;;;;;;;Launched;2020-04-01;False;Workstation;;;;;This product is available in tray and box. For boxed product, a thermal solution is included;;;;;;137438953472;DDR4-2666;2;44667659878;True;;;UHD Graphics P630;350000000;1200000000;68719476736;;Yes, at 60Hz;4096x2160@30Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x9BE6;;;;;;;;;;;;;;1S Only;3;Up to 1x16, 2x8, 1x8+2x4;16;;;;;;1;PCG 2015W;100;['37.5mm', '37.5mm'];;;;;;;;;True;False;False;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with ME;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-2255;Xeon W-2255 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/198016/intel-xeon-w-2255-processor-19-25m-cache-3-70-ghz.html;FCLGA2066;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;10;20;4500000000;4700000000;;3700000000;20185088.0;8 GT/s;165;;;;;;;0;;;;;;;;;;;;;;;Launched;2019-10-01;False;;;;;;;;;;;;1099511627776;DDR4 2933;4;100770670182;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;x4, x8, x16;48;;;;;;1;;;['45mm', '52.5mm'];;62;;;;;;True;False;;True;2;True;True;64-bit;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;True;;True;;True;;True;;;;;;;;;;;;;2;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
w5-3425;Xeon w5-3425 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233482/intel-xeon-w5-3425-processor-30m-cache-3-20-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;12;24;4600000000;4600000000;4400000000.0;3200000000;30 MB Smart Cache;;;;;;;;;;;12;0;;;;;;;;270;324;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;72;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
w7-3465X;Xeon w7-3465X Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233417/intel-xeon-w7-3465x-processor-75m-cache-2-50-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;28;56;4800000000;4800000000;4600000000.0;2500000000;75 MB Smart Cache;;;;;;;;;;;28;0;;;;;;;;300;360;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;75;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
W-3345;Xeon W-3345 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/217245/intel-xeon-w-3345-processor-36m-cache-up-to-4-00-ghz.html;FCLGA4189;Xeon W Processor;Products formerly Ice Lake;Workstation;;10;;24;48;4000000000;;;3000000000;37748736;8 GT/s;250;;;;;;;;;;;;;;;;;;;;;;Launched;2021-07-01;False;;;;;;;;;;;;4398046511104;DDR4-3200;8;;True;;3200000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;64;;;;;;;;;['77.5mm', '56.5mm'];;73;;;;;;True;;;False;2;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;;True;;False;;True;True;;;True;True;True;;True;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
w9-3475X;Xeon w9-3475X Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233419/intel-xeon-w9-3475x-processor-82-5m-cache-2-20-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;36;72;4800000000;4800000000;4600000000.0;2200000000;82.5 MB Smart Cache;;;;;;;;;;;36;0;;;;;;;;300;360;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;74;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
W-1290P;Xeon W-1290P Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199336/intel-xeon-w-1290p-processor-20m-cache-3-70-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Comet Lake;Workstation;;14;;10;20;5300000000;5200000000;5100000000.0;3700000000;20 MB Smart Cache;8 GT/s;125;3300000000.0;95;5300000000.0;;;;;;;;;;;;;;;;;;;Discontinued;2020-04-01;False;Workstation;;;;;This product is available in tray only.;;;;;;137438953472;DDR4-2933;2;49177375539;True;;;UHD Graphics P630;350000000;1200000000;68719476736;;Yes, at 60Hz;4096x2160@30Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x9BC6;;;;;;;;;;;;;;1S Only;3;Up to 1x16, 2x8, 1x8+2x4;16;;;;;;1;PCG 2015D;100;['37.5mm', '37.5mm'];70 °C;;;;;;;;True;True;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;;;;;;False;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with ME;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-2223;Xeon W-2223 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/198018/intel-xeon-w-2223-processor-8-25m-cache-3-60-ghz.html;FCLGA2066;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;4;8;3900000000;;;3600000000;8650752.0;8 GT/s;120;;;;;;;0;;;;;;;;;;;;;;;Launched;2019-10-01;False;;;;;;This product is available in tray and box.;;;;;;1099511627776;DDR4 2666;4;91590177587;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;x4, x8, x16;48;;;;;;1;;;['45mm', '52.5mm'];;64;;;;;;True;False;;False;2;True;True;64-bit;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;True;;True;;True;;True;;;;;;;;;;;;;2;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-3225;Xeon W-3225 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193747/intel-xeon-w-3225-processor-16-5m-cache-3-70-ghz.html;FCLGA3647;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;8;16;4300000000;4400000000;;3700000000;17301504.0;8 GT/s;160;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;;;;;;;;;;1099511627776;DDR4-2666;6;;True;;2666000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;;64;;;;;;;;;['76.0mm', '56.5mm'];;68;;;;;;True;;;True;2;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;True;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
w7-3455;Xeon w7-3455 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/233479/intel-xeon-w7-3455-processor-67-5m-cache-2-50-ghz.html;FCLGA4677;Xeon W Processor;Products formerly Sapphire Rapids;Workstation;;7;;24;48;4800000000;4800000000;4600000000.0;2500000000;67.5 MB Smart Cache;;;;;;;;;;;24;0;;;;;;;;270;324;;;Launched;2023-01-01;False;Workstation;;;;;;;;;;;4398046511104;DDR5-4800 (MT/s);8;;True;;4800000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;;112;;;;;;1;;;['77.5mm', '56.5mm'];;72;;;;;;True;;;True;2;True;True;64-bit;['SSE4.1', 'AMX', 'SSE4.2', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;vPro Enterprise;True;;False;True;True;True;True;;True;True;True;True;True;True;;;False;True;;False;False;;False;True;;;;;;;;;;;;;;;;;;;;;
W-3223;Xeon W-3223 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193739/intel-xeon-w-3223-processor-16-5m-cache-3-50-ghz.html;FCLGA3647;Xeon W Processor;Products formerly Cascade Lake;Workstation;;14;;8;16;4000000000;4200000000;;3500000000;17301504.0;8 GT/s;160;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;;;;;;;;;;1099511627776;DDR4-2666;6;;True;;2666000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;;64;;;;;;;;;['76.0mm', '56.5mm'];;68;;;;;;True;;;True;2;True;True;;['AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;True;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-1390P;Xeon W-1390P Processor;number;https://ark.intel.com/content/www/us/en/ark/products/212268/intel-xeon-w-1390p-processor-16m-cache-up-to-5-30-ghz.html;FCLGA1200;Xeon W Processor;Products formerly Rocket Lake;Workstation;;14;;8;16;5300000000;5200000000;5100000000.0;3500000000;16 MB Smart Cache;8 GT/s;125;3000000000;95;5300000000.0;;;;;;;;;;;;;;;;;;;Discontinued;2021-04-01;False;Workstation;;;;;;;;;;;137438953472;DDR4-3200;2;53687091200;True;;;UHD Graphics P750;350000000;1300000000;68719476736;32;Yes, at 60Hz;4096x2160@60Hz;5120 x 3200 @60Hz;5120 x 3200 @60Hz;12.1;4.5;3;True;True;True;True;3;0x4C90;;;;;;;;;;;;;;1S Only;4;Up to 1x16+1x4, 2x8+1x4, 1x8+3x4;20;;;;;;1;PCG 2019A;100;['37.5 mm', '37.5 mm'];70 °C;;;;;;2;True;True;True;True;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
